model	bertscore_f1	k	prompt	task
mimir-7b-fiction	87.563	0	prompt_1	tatoeba_nno_nob_nn
mimir-7b-fiction	85.256	0	prompt_2	tatoeba_nno_nob_nn
mimir-7b-fiction	82.537	0	prompt_3	tatoeba_nno_nob_nn
mimir-7b-fiction	89.163	0	prompt_0	tatoeba_nno_nob_nn
mimir-7b-nonfiction	85.721	0	prompt_0	tatoeba_nno_nob_nn
mimir-7b-nonfiction	85.842	0	prompt_1	tatoeba_nno_nob_nn
mimir-7b-nonfiction	81.582	0	prompt_3	tatoeba_nno_nob_nn
mimir-7b-nonfiction	85.356	0	prompt_2	tatoeba_nno_nob_nn
mimir-7b-factual	85.116	0	prompt_1	tatoeba_nno_nob_nn
mimir-7b-factual	81.154	0	prompt_3	tatoeba_nno_nob_nn
mimir-7b-factual	93.8	0	prompt_0	tatoeba_nno_nob_nn
mimir-7b-factual	85.043	0	prompt_2	tatoeba_nno_nob_nn
mimir-7b-newspapers	79.908	0	prompt_3	tatoeba_nno_nob_nn
mimir-7b-newspapers	81.68	0	prompt_2	tatoeba_nno_nob_nn
mimir-7b-newspapers	96.083	0	prompt_0	tatoeba_nno_nob_nn
mimir-7b-newspapers	94.012	0	prompt_1	tatoeba_nno_nob_nn
mimir-7b-books	85.636	0	prompt_1	tatoeba_nno_nob_nn
mimir-7b-books	84.648	0	prompt_2	tatoeba_nno_nob_nn
mimir-7b-books	81.247	0	prompt_3	tatoeba_nno_nob_nn
mimir-7b-books	85.78	0	prompt_0	tatoeba_nno_nob_nn
mimir-7b-rightholders	84.96	0	prompt_1	tatoeba_nno_nob_nn
mimir-7b-rightholders	80.208	0	prompt_3	tatoeba_nno_nob_nn
mimir-7b-rightholders	91.697	0	prompt_0	tatoeba_nno_nob_nn
mimir-7b-rightholders	85.107	0	prompt_2	tatoeba_nno_nob_nn
mimir-7b-untranslated-withnewspapers	84.302	0	prompt_1	tatoeba_nno_nob_nn
mimir-7b-untranslated-withnewspapers	77.782	0	prompt_3	tatoeba_nno_nob_nn
mimir-7b-untranslated-withnewspapers	82.766	0	prompt_2	tatoeba_nno_nob_nn
mimir-7b-untranslated-withnewspapers	93.377	0	prompt_0	tatoeba_nno_nob_nn
mimir-7b-untranslated	82.664	0	prompt_2	tatoeba_nno_nob_nn
mimir-7b-untranslated	80.343	0	prompt_3	tatoeba_nno_nob_nn
mimir-7b-untranslated	86.215	0	prompt_0	tatoeba_nno_nob_nn
mimir-7b-untranslated	85.566	0	prompt_1	tatoeba_nno_nob_nn
mimir-7b-translated	82.911	0	prompt_2	tatoeba_nno_nob_nn
mimir-7b-translated	82.333	0	prompt_1	tatoeba_nno_nob_nn
mimir-7b-translated	79.034	0	prompt_3	tatoeba_nno_nob_nn
mimir-7b-translated	85.27	0	prompt_0	tatoeba_nno_nob_nn
mimir-mistral-7b-base	73.021	0	prompt_1	tatoeba_nno_nob_nn
mimir-mistral-7b-base	83.617	0	prompt_3	tatoeba_nno_nob_nn
mimir-mistral-7b-base	84.742	0	prompt_0	tatoeba_nno_nob_nn
mimir-mistral-7b-base	83.694	0	prompt_2	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch	87.927	0	prompt_2	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch	79.027	0	prompt_3	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch	88.005	0	prompt_0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch	85.024	0	prompt_1	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch	90.752	1	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	89.992	1	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	90.612	1	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	89.826	1	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.422	1	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.057	1	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.293	1	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.216	1	prompt_1	tatoeba_eng_nno_nn
mimir-7b-fiction	90.235	1	prompt_0	tatoeba_eng_nno_nn
mimir-7b-fiction	87.998	1	prompt_3	tatoeba_eng_nno_nn
mimir-7b-fiction	90.151	1	prompt_1	tatoeba_eng_nno_nn
mimir-7b-fiction	89.359	1	prompt_2	tatoeba_eng_nno_nn
mimir-7b-nonfiction	90.957	1	prompt_0	tatoeba_eng_nno_nn
mimir-7b-nonfiction	89.488	1	prompt_3	tatoeba_eng_nno_nn
mimir-7b-nonfiction	90.863	1	prompt_1	tatoeba_eng_nno_nn
mimir-7b-nonfiction	90.088	1	prompt_2	tatoeba_eng_nno_nn
mimir-7b-factual	91.266	1	prompt_0	tatoeba_eng_nno_nn
mimir-7b-factual	90.827	1	prompt_1	tatoeba_eng_nno_nn
mimir-7b-factual	90.743	1	prompt_2	tatoeba_eng_nno_nn
mimir-7b-factual	89.517	1	prompt_3	tatoeba_eng_nno_nn
mimir-7b-newspapers	89.757	1	prompt_3	tatoeba_eng_nno_nn
mimir-7b-newspapers	90.566	1	prompt_2	tatoeba_eng_nno_nn
mimir-7b-newspapers	90.627	1	prompt_0	tatoeba_eng_nno_nn
mimir-7b-newspapers	90.791	1	prompt_1	tatoeba_eng_nno_nn
mimir-7b-books	89.647	1	prompt_3	tatoeba_eng_nno_nn
mimir-7b-books	90.788	1	prompt_0	tatoeba_eng_nno_nn
mimir-7b-books	90.704	1	prompt_1	tatoeba_eng_nno_nn
mimir-7b-books	90.019	1	prompt_2	tatoeba_eng_nno_nn
mimir-7b-rightholders	89.539	1	prompt_3	tatoeba_eng_nno_nn
mimir-7b-rightholders	90.877	1	prompt_0	tatoeba_eng_nno_nn
mimir-7b-rightholders	90.738	1	prompt_1	tatoeba_eng_nno_nn
mimir-7b-rightholders	90.309	1	prompt_2	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.185	1	prompt_0	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	89.407	1	prompt_3	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.04	1	prompt_1	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	90.429	1	prompt_2	tatoeba_eng_nno_nn
mimir-7b-untranslated	89.247	1	prompt_3	tatoeba_eng_nno_nn
mimir-7b-untranslated	90.063	1	prompt_2	tatoeba_eng_nno_nn
mimir-7b-untranslated	90.781	1	prompt_0	tatoeba_eng_nno_nn
mimir-7b-untranslated	90.949	1	prompt_1	tatoeba_eng_nno_nn
mimir-7b-translated	89.415	1	prompt_2	tatoeba_eng_nno_nn
mimir-7b-translated	88.372	1	prompt_3	tatoeba_eng_nno_nn
mimir-7b-translated	90.158	1	prompt_0	tatoeba_eng_nno_nn
mimir-7b-translated	90.084	1	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.27	1	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.33	1	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.347	1	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.246	1	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.899	1	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.869	1	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.348	1	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.829	1	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	92.877	1	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	91.967	1	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.06	1	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.026	1	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.111	1	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.184	1	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.211	1	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.349	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-fiction	90.611	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-fiction	92.567	1	prompt_1	tatoeba_nno_eng_nn
mimir-7b-fiction	90.682	1	prompt_3	tatoeba_nno_eng_nn
mimir-7b-fiction	91.031	1	prompt_2	tatoeba_nno_eng_nn
mimir-7b-nonfiction	91.077	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-nonfiction	92.847	1	prompt_2	tatoeba_nno_eng_nn
mimir-7b-nonfiction	92.947	1	prompt_1	tatoeba_nno_eng_nn
mimir-7b-nonfiction	90.504	1	prompt_3	tatoeba_nno_eng_nn
mimir-7b-factual	92.865	1	prompt_1	tatoeba_nno_eng_nn
mimir-7b-factual	92.791	1	prompt_2	tatoeba_nno_eng_nn
mimir-7b-factual	90.87	1	prompt_3	tatoeba_nno_eng_nn
mimir-7b-factual	91.186	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-newspapers	91.542	1	prompt_3	tatoeba_nno_eng_nn
mimir-7b-newspapers	92.849	1	prompt_1	tatoeba_nno_eng_nn
mimir-7b-newspapers	92.56	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-newspapers	92.525	1	prompt_2	tatoeba_nno_eng_nn
mimir-7b-books	90.777	1	prompt_3	tatoeba_nno_eng_nn
mimir-7b-books	92.088	1	prompt_2	tatoeba_nno_eng_nn
mimir-7b-books	90.439	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-books	92.995	1	prompt_1	tatoeba_nno_eng_nn
mimir-7b-rightholders	90.743	1	prompt_3	tatoeba_nno_eng_nn
mimir-7b-rightholders	93.149	1	prompt_1	tatoeba_nno_eng_nn
mimir-7b-rightholders	91.069	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-rightholders	91.819	1	prompt_2	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	90.995	1	prompt_3	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	91.345	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	93.034	1	prompt_1	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	92.121	1	prompt_2	tatoeba_nno_eng_nn
mimir-7b-untranslated	92.583	1	prompt_2	tatoeba_nno_eng_nn
mimir-7b-untranslated	90.437	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-untranslated	90.75	1	prompt_3	tatoeba_nno_eng_nn
mimir-7b-untranslated	92.985	1	prompt_1	tatoeba_nno_eng_nn
mimir-7b-translated	90.532	1	prompt_0	tatoeba_nno_eng_nn
mimir-7b-translated	90.425	1	prompt_3	tatoeba_nno_eng_nn
mimir-7b-translated	91.139	1	prompt_2	tatoeba_nno_eng_nn
mimir-7b-translated	92.498	1	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.269	1	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.24	1	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.057	1	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.243	1	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	93.537	1	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	93.533	1	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	93.182	1	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	93.402	1	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	91.411	1	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	92.168	1	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	92.313	1	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	91.792	1	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.358	1	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.324	1	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.293	1	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.216	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-fiction	92.749	1	prompt_1	tatoeba_eng_nob_nb
mimir-7b-fiction	91.462	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-fiction	92.674	1	prompt_2	tatoeba_eng_nob_nb
mimir-7b-fiction	91.689	1	prompt_0	tatoeba_eng_nob_nb
mimir-7b-nonfiction	91.216	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-nonfiction	92.097	1	prompt_0	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.105	1	prompt_2	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.136	1	prompt_1	tatoeba_eng_nob_nb
mimir-7b-factual	92.535	1	prompt_0	tatoeba_eng_nob_nb
mimir-7b-factual	91.702	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-factual	93.188	1	prompt_2	tatoeba_eng_nob_nb
mimir-7b-factual	93.135	1	prompt_1	tatoeba_eng_nob_nb
mimir-7b-newspapers	92.656	1	prompt_1	tatoeba_eng_nob_nb
mimir-7b-newspapers	92.492	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-newspapers	92.65	1	prompt_0	tatoeba_eng_nob_nb
mimir-7b-newspapers	93.023	1	prompt_2	tatoeba_eng_nob_nb
mimir-7b-books	91.642	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-books	92.543	1	prompt_0	tatoeba_eng_nob_nb
mimir-7b-books	93.151	1	prompt_1	tatoeba_eng_nob_nb
mimir-7b-books	93.087	1	prompt_2	tatoeba_eng_nob_nb
mimir-7b-rightholders	92.066	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.233	1	prompt_1	tatoeba_eng_nob_nb
mimir-7b-rightholders	92.904	1	prompt_0	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.132	1	prompt_2	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.026	1	prompt_2	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	92.514	1	prompt_0	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.095	1	prompt_1	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	91.84	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-untranslated	92.532	1	prompt_0	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.067	1	prompt_2	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.096	1	prompt_1	tatoeba_eng_nob_nb
mimir-7b-untranslated	91.589	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-translated	92.943	1	prompt_1	tatoeba_eng_nob_nb
mimir-7b-translated	92.52	1	prompt_0	tatoeba_eng_nob_nb
mimir-7b-translated	91.705	1	prompt_3	tatoeba_eng_nob_nb
mimir-7b-translated	92.662	1	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.225	1	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.185	1	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.168	1	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.107	1	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.675	1	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.477	1	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.325	1	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.395	1	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	93.188	1	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	93.499	1	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	92.761	1	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	93.511	1	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.686	1	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.724	1	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.67	1	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.54	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-fiction	93.042	1	prompt_1	tatoeba_nob_eng_nb
mimir-7b-fiction	92.299	1	prompt_0	tatoeba_nob_eng_nb
mimir-7b-fiction	91.865	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-fiction	92.977	1	prompt_2	tatoeba_nob_eng_nb
mimir-7b-nonfiction	93.267	1	prompt_0	tatoeba_nob_eng_nb
mimir-7b-nonfiction	90.876	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-nonfiction	93.431	1	prompt_1	tatoeba_nob_eng_nb
mimir-7b-nonfiction	93.226	1	prompt_2	tatoeba_nob_eng_nb
mimir-7b-factual	93.371	1	prompt_0	tatoeba_nob_eng_nb
mimir-7b-factual	93.4	1	prompt_1	tatoeba_nob_eng_nb
mimir-7b-factual	91.457	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-factual	93.209	1	prompt_2	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.398	1	prompt_0	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.202	1	prompt_2	tatoeba_nob_eng_nb
mimir-7b-newspapers	92.937	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.163	1	prompt_1	tatoeba_nob_eng_nb
mimir-7b-books	93.557	1	prompt_1	tatoeba_nob_eng_nb
mimir-7b-books	91.886	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-books	93.488	1	prompt_0	tatoeba_nob_eng_nb
mimir-7b-books	93.307	1	prompt_2	tatoeba_nob_eng_nb
mimir-7b-rightholders	93.511	1	prompt_0	tatoeba_nob_eng_nb
mimir-7b-rightholders	92.258	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-rightholders	93.336	1	prompt_2	tatoeba_nob_eng_nb
mimir-7b-rightholders	93.508	1	prompt_1	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	91.759	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	93.235	1	prompt_2	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	93.481	1	prompt_0	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	93.43	1	prompt_1	tatoeba_nob_eng_nb
mimir-7b-untranslated	93.525	1	prompt_1	tatoeba_nob_eng_nb
mimir-7b-untranslated	93.397	1	prompt_0	tatoeba_nob_eng_nb
mimir-7b-untranslated	93.286	1	prompt_2	tatoeba_nob_eng_nb
mimir-7b-untranslated	91.922	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-translated	93.132	1	prompt_1	tatoeba_nob_eng_nb
mimir-7b-translated	90.996	1	prompt_3	tatoeba_nob_eng_nb
mimir-7b-translated	92.822	1	prompt_2	tatoeba_nob_eng_nb
mimir-7b-translated	92.951	1	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.616	1	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.542	1	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.632	1	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.51	1	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	93.86	1	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	93.88	1	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	94.014	1	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	93.582	1	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	91.176	4	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	91.058	4	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	91.002	4	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	91.15	4	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.078	4	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.269	4	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.247	4	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.26	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-fiction	90.625	4	prompt_3	tatoeba_eng_nno_nn
mimir-7b-fiction	90.9	4	prompt_2	tatoeba_eng_nno_nn
mimir-7b-fiction	90.892	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-fiction	90.792	4	prompt_0	tatoeba_eng_nno_nn
mimir-7b-nonfiction	91.442	4	prompt_0	tatoeba_eng_nno_nn
mimir-7b-nonfiction	91.221	4	prompt_3	tatoeba_eng_nno_nn
mimir-7b-nonfiction	91.322	4	prompt_2	tatoeba_eng_nno_nn
mimir-7b-nonfiction	91.305	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-factual	91.183	4	prompt_3	tatoeba_eng_nno_nn
mimir-7b-factual	91.297	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-factual	91.27	4	prompt_2	tatoeba_eng_nno_nn
mimir-7b-factual	91.347	4	prompt_0	tatoeba_eng_nno_nn
mimir-7b-newspapers	91.28	4	prompt_3	tatoeba_eng_nno_nn
mimir-7b-newspapers	91.333	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-newspapers	91.352	4	prompt_0	tatoeba_eng_nno_nn
mimir-7b-newspapers	91.367	4	prompt_2	tatoeba_eng_nno_nn
mimir-7b-books	91.112	4	prompt_3	tatoeba_eng_nno_nn
mimir-7b-books	91.094	4	prompt_2	tatoeba_eng_nno_nn
mimir-7b-books	91.127	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-books	91.367	4	prompt_0	tatoeba_eng_nno_nn
mimir-7b-rightholders	91.153	4	prompt_3	tatoeba_eng_nno_nn
mimir-7b-rightholders	91.099	4	prompt_0	tatoeba_eng_nno_nn
mimir-7b-rightholders	91.246	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-rightholders	91.168	4	prompt_2	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.362	4	prompt_3	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.36	4	prompt_0	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.329	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.272	4	prompt_2	tatoeba_eng_nno_nn
mimir-7b-untranslated	91.423	4	prompt_0	tatoeba_eng_nno_nn
mimir-7b-untranslated	91.356	4	prompt_2	tatoeba_eng_nno_nn
mimir-7b-untranslated	91.317	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-untranslated	91.153	4	prompt_3	tatoeba_eng_nno_nn
mimir-7b-translated	90.842	4	prompt_1	tatoeba_eng_nno_nn
mimir-7b-translated	90.819	4	prompt_0	tatoeba_eng_nno_nn
mimir-7b-translated	90.944	4	prompt_2	tatoeba_eng_nno_nn
mimir-7b-translated	90.697	4	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.248	4	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.229	4	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.187	4	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.165	4	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.701	4	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.842	4	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.916	4	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.797	4	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	93.441	4	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.236	4	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.091	4	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.292	4	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.409	4	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.386	4	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.365	4	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.351	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-fiction	93.232	4	prompt_3	tatoeba_nno_eng_nn
mimir-7b-fiction	92.959	4	prompt_2	tatoeba_nno_eng_nn
mimir-7b-fiction	93.25	4	prompt_1	tatoeba_nno_eng_nn
mimir-7b-fiction	92.473	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-nonfiction	93.378	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-nonfiction	93.347	4	prompt_2	tatoeba_nno_eng_nn
mimir-7b-nonfiction	93.304	4	prompt_3	tatoeba_nno_eng_nn
mimir-7b-nonfiction	93.24	4	prompt_1	tatoeba_nno_eng_nn
mimir-7b-factual	93.399	4	prompt_2	tatoeba_nno_eng_nn
mimir-7b-factual	93.182	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-factual	93.306	4	prompt_3	tatoeba_nno_eng_nn
mimir-7b-factual	93.295	4	prompt_1	tatoeba_nno_eng_nn
mimir-7b-newspapers	92.835	4	prompt_3	tatoeba_nno_eng_nn
mimir-7b-newspapers	93.195	4	prompt_2	tatoeba_nno_eng_nn
mimir-7b-newspapers	93.095	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-newspapers	93.247	4	prompt_1	tatoeba_nno_eng_nn
mimir-7b-books	93.27	4	prompt_3	tatoeba_nno_eng_nn
mimir-7b-books	93.233	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-books	93.323	4	prompt_1	tatoeba_nno_eng_nn
mimir-7b-books	93.188	4	prompt_2	tatoeba_nno_eng_nn
mimir-7b-rightholders	93.336	4	prompt_2	tatoeba_nno_eng_nn
mimir-7b-rightholders	93.416	4	prompt_1	tatoeba_nno_eng_nn
mimir-7b-rightholders	93.289	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-rightholders	93.467	4	prompt_3	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	93.361	4	prompt_1	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	93.387	4	prompt_3	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	93.261	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	93.316	4	prompt_2	tatoeba_nno_eng_nn
mimir-7b-untranslated	93.408	4	prompt_1	tatoeba_nno_eng_nn
mimir-7b-untranslated	93.338	4	prompt_3	tatoeba_nno_eng_nn
mimir-7b-untranslated	93.31	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-untranslated	93.352	4	prompt_2	tatoeba_nno_eng_nn
mimir-7b-translated	92.593	4	prompt_0	tatoeba_nno_eng_nn
mimir-7b-translated	93.36	4	prompt_3	tatoeba_nno_eng_nn
mimir-7b-translated	93.148	4	prompt_2	tatoeba_nno_eng_nn
mimir-7b-translated	93.269	4	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.45	4	prompt_3	tatoeba_nno_eng_nn
